    0x20             SPACE
  0x1448  ᑈ          CANADIAN SYLLABICS Y-CREE PWAA
  0x1449  ᑉ          CANADIAN SYLLABICS P
  0x144a  ᑊ          CANADIAN SYLLABICS WEST-CREE P
  0x144b  ᑋ          CANADIAN SYLLABICS CARRIER H
  0x144c  ᑌ          CANADIAN SYLLABICS TE
  0x144d  ᑍ          CANADIAN SYLLABICS TAAI
  0x144e  ᑎ          CANADIAN SYLLABICS TI
  0x144f  ᑏ          CANADIAN SYLLABICS TII
  0x1450  ᑐ          CANADIAN SYLLABICS TO
  0x1451  ᑑ          CANADIAN SYLLABICS TOO
  0x1452  ᑒ          CANADIAN SYLLABICS Y-CREE TOO
  0x1453  ᑓ          CANADIAN SYLLABICS CARRIER DEE
  0x1454  ᑔ          CANADIAN SYLLABICS CARRIER DI
  0x1455  ᑕ          CANADIAN SYLLABICS TA
  0x1456  ᑖ          CANADIAN SYLLABICS TAA
  0x1457  ᑗ          CANADIAN SYLLABICS TWE
  0x1458  ᑘ          CANADIAN SYLLABICS WEST-CREE TWE
  0x1459  ᑙ          CANADIAN SYLLABICS TWI
  0x145a  ᑚ          CANADIAN SYLLABICS WEST-CREE TWI
  0x145b  ᑛ          CANADIAN SYLLABICS TWII
  0x145c  ᑜ          CANADIAN SYLLABICS WEST-CREE TWII
  0x145d  ᑝ          CANADIAN SYLLABICS TWO
  0x145e  ᑞ          CANADIAN SYLLABICS WEST-CREE TWO
  0x145f  ᑟ          CANADIAN SYLLABICS TWOO
  0x1460  ᑠ          CANADIAN SYLLABICS WEST-CREE TWOO
  0x1461  ᑡ          CANADIAN SYLLABICS TWA
  0x1462  ᑢ          CANADIAN SYLLABICS WEST-CREE TWA
  0x1463  ᑣ          CANADIAN SYLLABICS TWAA
  0x1464  ᑤ          CANADIAN SYLLABICS WEST-CREE TWAA
  0x1465  ᑥ          CANADIAN SYLLABICS NASKAPI TWAA
  0x1466  ᑦ          CANADIAN SYLLABICS T
  0x1467  ᑧ          CANADIAN SYLLABICS TTE
  0x1468  ᑨ          CANADIAN SYLLABICS TTI
  0x1469  ᑩ          CANADIAN SYLLABICS TTO
  0x146a  ᑪ          CANADIAN SYLLABICS TTA
  0x146b  ᑫ          CANADIAN SYLLABICS KE
  0x146c  ᑬ          CANADIAN SYLLABICS KAAI
  0x146d  ᑭ          CANADIAN SYLLABICS KI
  0x146e  ᑮ          CANADIAN SYLLABICS KII
  0x146f  ᑯ          CANADIAN SYLLABICS KO
  0x1470  ᑰ          CANADIAN SYLLABICS KOO
  0x1471  ᑱ          CANADIAN SYLLABICS Y-CREE KOO
  0x1472  ᑲ          CANADIAN SYLLABICS KA
  0x1473  ᑳ          CANADIAN SYLLABICS KAA
  0x1474  ᑴ          CANADIAN SYLLABICS KWE
  0x1475  ᑵ          CANADIAN SYLLABICS WEST-CREE KWE
  0x1476  ᑶ          CANADIAN SYLLABICS KWI
  0x1477  ᑷ          CANADIAN SYLLABICS WEST-CREE KWI
  0x1478  ᑸ          CANADIAN SYLLABICS KWII
  0x1479  ᑹ          CANADIAN SYLLABICS WEST-CREE KWII
  0x147a  ᑺ          CANADIAN SYLLABICS KWO
  0x147b  ᑻ          CANADIAN SYLLABICS WEST-CREE KWO
  0x147c  ᑼ          CANADIAN SYLLABICS KWOO
  0x147d  ᑽ          CANADIAN SYLLABICS WEST-CREE KWOO
  0x147e  ᑾ          CANADIAN SYLLABICS KWA
  0x147f  ᑿ          CANADIAN SYLLABICS WEST-CREE KWA
  0x1480  ᒀ          CANADIAN SYLLABICS KWAA
  0x1481  ᒁ          CANADIAN SYLLABICS WEST-CREE KWAA
  0x1482  ᒂ          CANADIAN SYLLABICS NASKAPI KWAA
  0x1483  ᒃ          CANADIAN SYLLABICS K
  0x1484  ᒄ          CANADIAN SYLLABICS KW
  0x1485  ᒅ          CANADIAN SYLLABICS SOUTH-SLAVEY KEH
  0x1486  ᒆ          CANADIAN SYLLABICS SOUTH-SLAVEY KIH
  0x1487  ᒇ          CANADIAN SYLLABICS SOUTH-SLAVEY KOH
  0x1488  ᒈ          CANADIAN SYLLABICS SOUTH-SLAVEY KAH
  0x1489  ᒉ          CANADIAN SYLLABICS CE
  0x148a  ᒊ          CANADIAN SYLLABICS CAAI
  0x148b  ᒋ          CANADIAN SYLLABICS CI
  0x148c  ᒌ          CANADIAN SYLLABICS CII
  0x148d  ᒍ          CANADIAN SYLLABICS CO
  0x148e  ᒎ          CANADIAN SYLLABICS COO
  0x148f  ᒏ          CANADIAN SYLLABICS Y-CREE COO
  0x1490  ᒐ          CANADIAN SYLLABICS CA
  0x1491  ᒑ          CANADIAN SYLLABICS CAA
  0x1492  ᒒ          CANADIAN SYLLABICS CWE
  0x1493  ᒓ          CANADIAN SYLLABICS WEST-CREE CWE
  0x1494  ᒔ          CANADIAN SYLLABICS CWI
  0x1495  ᒕ          CANADIAN SYLLABICS WEST-CREE CWI
  0x1496  ᒖ          CANADIAN SYLLABICS CWII
  0x1497  ᒗ          CANADIAN SYLLABICS WEST-CREE CWII
  0x1498  ᒘ          CANADIAN SYLLABICS CWO
  0x1499  ᒙ          CANADIAN SYLLABICS WEST-CREE CWO
  0x149a  ᒚ          CANADIAN SYLLABICS CWOO
  0x149b  ᒛ          CANADIAN SYLLABICS WEST-CREE CWOO
  0x149c  ᒜ          CANADIAN SYLLABICS CWA
  0x149d  ᒝ          CANADIAN SYLLABICS WEST-CREE CWA
  0x149e  ᒞ          CANADIAN SYLLABICS CWAA
  0x149f  ᒟ          CANADIAN SYLLABICS WEST-CREE CWAA
  0x14a0  ᒠ          CANADIAN SYLLABICS NASKAPI CWAA
  0x14a1  ᒡ          CANADIAN SYLLABICS C
  0x14a2  ᒢ          CANADIAN SYLLABICS SAYISI TH
  0x14a3  ᒣ          CANADIAN SYLLABICS ME
  0x14a4  ᒤ          CANADIAN SYLLABICS MAAI
  0x14a5  ᒥ          CANADIAN SYLLABICS MI
  0x14a6  ᒦ          CANADIAN SYLLABICS MII
  0x14a7  ᒧ          CANADIAN SYLLABICS MO
  0x14a8  ᒨ          CANADIAN SYLLABICS MOO
  0x14a9  ᒩ          CANADIAN SYLLABICS Y-CREE MOO
  0x14aa  ᒪ          CANADIAN SYLLABICS MA
  0x14ab  ᒫ          CANADIAN SYLLABICS MAA
  0x14ac  ᒬ          CANADIAN SYLLABICS MWE
  0x14ad  ᒭ          CANADIAN SYLLABICS WEST-CREE MWE
  0x14ae  ᒮ          CANADIAN SYLLABICS MWI
  0x14af  ᒯ          CANADIAN SYLLABICS WEST-CREE MWI
  0x14b0  ᒰ          CANADIAN SYLLABICS MWII
  0x14b1  ᒱ          CANADIAN SYLLABICS WEST-CREE MWII
  0x14b2  ᒲ          CANADIAN SYLLABICS MWO
  0x14b3  ᒳ          CANADIAN SYLLABICS WEST-CREE MWO
  0x14b4  ᒴ          CANADIAN SYLLABICS MWOO
  0x14b5  ᒵ          CANADIAN SYLLABICS WEST-CREE MWOO
  0x14b6  ᒶ          CANADIAN SYLLABICS MWA
  0x14b7  ᒷ          CANADIAN SYLLABICS WEST-CREE MWA
  0x14b8  ᒸ          CANADIAN SYLLABICS MWAA
  0x14b9  ᒹ          CANADIAN SYLLABICS WEST-CREE MWAA
  0x14ba  ᒺ          CANADIAN SYLLABICS NASKAPI MWAA
  0x14bb  ᒻ          CANADIAN SYLLABICS M
  0x14bc  ᒼ          CANADIAN SYLLABICS WEST-CREE M
  0x14bd  ᒽ          CANADIAN SYLLABICS MH
  0x14be  ᒾ          CANADIAN SYLLABICS ATHAPASCAN M
  0x14bf  ᒿ          CANADIAN SYLLABICS SAYISI M
  0x14c0  ᓀ          CANADIAN SYLLABICS NE
  0x14c1  ᓁ          CANADIAN SYLLABICS NAAI
  0x14c2  ᓂ          CANADIAN SYLLABICS NI
  0x14c3  ᓃ          CANADIAN SYLLABICS NII
  0x14c4  ᓄ          CANADIAN SYLLABICS NO
  0x14c5  ᓅ          CANADIAN SYLLABICS NOO
  0x14c6  ᓆ          CANADIAN SYLLABICS Y-CREE NOO
  0x14c7  ᓇ          CANADIAN SYLLABICS NA
  0x14c8  ᓈ          CANADIAN SYLLABICS NAA
  0x14c9  ᓉ          CANADIAN SYLLABICS NWE
  0x14ca  ᓊ          CANADIAN SYLLABICS WEST-CREE NWE
  0x14cb  ᓋ          CANADIAN SYLLABICS NWA
  0x14cc  ᓌ          CANADIAN SYLLABICS WEST-CREE NWA
  0x14cd  ᓍ          CANADIAN SYLLABICS NWAA
  0x14ce  ᓎ          CANADIAN SYLLABICS WEST-CREE NWAA
  0x14cf  ᓏ          CANADIAN SYLLABICS NASKAPI NWAA
  0x14d0  ᓐ          CANADIAN SYLLABICS N
  0x14d1  ᓑ          CANADIAN SYLLABICS CARRIER NG
  0x14d2  ᓒ          CANADIAN SYLLABICS NH
  0x14d3  ᓓ          CANADIAN SYLLABICS LE
  0x14d4  ᓔ          CANADIAN SYLLABICS LAAI
  0x14d5  ᓕ          CANADIAN SYLLABICS LI
  0x14d6  ᓖ          CANADIAN SYLLABICS LII
  0x14d7  ᓗ          CANADIAN SYLLABICS LO
  0x14d8  ᓘ          CANADIAN SYLLABICS LOO
  0x14d9  ᓙ          CANADIAN SYLLABICS Y-CREE LOO
  0x14da  ᓚ          CANADIAN SYLLABICS LA
  0x14db  ᓛ          CANADIAN SYLLABICS LAA
  0x14dc  ᓜ          CANADIAN SYLLABICS LWE
  0x14dd  ᓝ          CANADIAN SYLLABICS WEST-CREE LWE
  0x14de  ᓞ          CANADIAN SYLLABICS LWI
  0x14df  ᓟ          CANADIAN SYLLABICS WEST-CREE LWI
  0x14e0  ᓠ          CANADIAN SYLLABICS LWII
  0x14e1  ᓡ          CANADIAN SYLLABICS WEST-CREE LWII
  0x14e2  ᓢ          CANADIAN SYLLABICS LWO
  0x14e3  ᓣ          CANADIAN SYLLABICS WEST-CREE LWO
  0x14e4  ᓤ          CANADIAN SYLLABICS LWOO
  0x14e5  ᓥ          CANADIAN SYLLABICS WEST-CREE LWOO
  0x14e6  ᓦ          CANADIAN SYLLABICS LWA
  0x14e7  ᓧ          CANADIAN SYLLABICS WEST-CREE LWA
  0x14e8  ᓨ          CANADIAN SYLLABICS LWAA
  0x14e9  ᓩ          CANADIAN SYLLABICS WEST-CREE LWAA
  0x14ea  ᓪ          CANADIAN SYLLABICS L
  0x14eb  ᓫ          CANADIAN SYLLABICS WEST-CREE L
  0x14ec  ᓬ          CANADIAN SYLLABICS MEDIAL L
  0x14ed  ᓭ          CANADIAN SYLLABICS SE
  0x14ee  ᓮ          CANADIAN SYLLABICS SAAI
  0x14ef  ᓯ          CANADIAN SYLLABICS SI
  0x14f0  ᓰ          CANADIAN SYLLABICS SII
  0x14f1  ᓱ          CANADIAN SYLLABICS SO
  0x14f2  ᓲ          CANADIAN SYLLABICS SOO
  0x14f3  ᓳ          CANADIAN SYLLABICS Y-CREE SOO
  0x14f4  ᓴ          CANADIAN SYLLABICS SA
  0x14f5  ᓵ          CANADIAN SYLLABICS SAA
  0x14f6  ᓶ          CANADIAN SYLLABICS SWE
  0x14f7  ᓷ          CANADIAN SYLLABICS WEST-CREE SWE
  0x14f8  ᓸ          CANADIAN SYLLABICS SWI
  0x14f9  ᓹ          CANADIAN SYLLABICS WEST-CREE SWI
  0x14fa  ᓺ          CANADIAN SYLLABICS SWII
  0x14fb  ᓻ          CANADIAN SYLLABICS WEST-CREE SWII
  0x14fc  ᓼ          CANADIAN SYLLABICS SWO
  0x14fd  ᓽ          CANADIAN SYLLABICS WEST-CREE SWO
  0x14fe  ᓾ          CANADIAN SYLLABICS SWOO
  0x14ff  ᓿ          CANADIAN SYLLABICS WEST-CREE SWOO
  0x1500  ᔀ          CANADIAN SYLLABICS SWA
  0x1501  ᔁ          CANADIAN SYLLABICS WEST-CREE SWA
  0x1502  ᔂ          CANADIAN SYLLABICS SWAA
  0x1503  ᔃ          CANADIAN SYLLABICS WEST-CREE SWAA
  0x1504  ᔄ          CANADIAN SYLLABICS NASKAPI SWAA
  0x1505  ᔅ          CANADIAN SYLLABICS S
  0x1506  ᔆ          CANADIAN SYLLABICS ATHAPASCAN S
  0x1507  ᔇ          CANADIAN SYLLABICS SW
  0x1508  ᔈ          CANADIAN SYLLABICS BLACKFOOT S
  0x1509  ᔉ          CANADIAN SYLLABICS MOOSE-CREE SK
  0x150a  ᔊ          CANADIAN SYLLABICS NASKAPI SKW
  0x150b  ᔋ          CANADIAN SYLLABICS NASKAPI S-W
  0x150c  ᔌ          CANADIAN SYLLABICS NASKAPI SPWA
  0x150d  ᔍ          CANADIAN SYLLABICS NASKAPI STWA
  0x150e  ᔎ          CANADIAN SYLLABICS NASKAPI SKWA
  0x150f  ᔏ          CANADIAN SYLLABICS NASKAPI SCWA
  0x1510  ᔐ          CANADIAN SYLLABICS SHE
  0x1511  ᔑ          CANADIAN SYLLABICS SHI
  0x1512  ᔒ          CANADIAN SYLLABICS SHII
  0x1513  ᔓ          CANADIAN SYLLABICS SHO
  0x1514  ᔔ          CANADIAN SYLLABICS SHOO
  0x1515  ᔕ          CANADIAN SYLLABICS SHA
  0x1516  ᔖ          CANADIAN SYLLABICS SHAA
  0x1517  ᔗ          CANADIAN SYLLABICS SHWE
  0x1518  ᔘ          CANADIAN SYLLABICS WEST-CREE SHWE
  0x1519  ᔙ          CANADIAN SYLLABICS SHWI
  0x151a  ᔚ          CANADIAN SYLLABICS WEST-CREE SHWI
  0x151b  ᔛ          CANADIAN SYLLABICS SHWII
  0x151c  ᔜ          CANADIAN SYLLABICS WEST-CREE SHWII
  0x151d  ᔝ          CANADIAN SYLLABICS SHWO
  0x151e  ᔞ          CANADIAN SYLLABICS WEST-CREE SHWO
  0x151f  ᔟ          CANADIAN SYLLABICS SHWOO
  0x1520  ᔠ          CANADIAN SYLLABICS WEST-CREE SHWOO
  0x1521  ᔡ          CANADIAN SYLLABICS SHWA
  0x1522  ᔢ          CANADIAN SYLLABICS WEST-CREE SHWA
  0x1523  ᔣ          CANADIAN SYLLABICS SHWAA
  0x1524  ᔤ          CANADIAN SYLLABICS WEST-CREE SHWAA
  0x1525  ᔥ          CANADIAN SYLLABICS SH
  0x1526  ᔦ          CANADIAN SYLLABICS YE
  0x1527  ᔧ          CANADIAN SYLLABICS YAAI
  0x1528  ᔨ          CANADIAN SYLLABICS YI
  0x1529  ᔩ          CANADIAN SYLLABICS YII
  0x152a  ᔪ          CANADIAN SYLLABICS YO
  0x152b  ᔫ          CANADIAN SYLLABICS YOO
  0x152c  ᔬ          CANADIAN SYLLABICS Y-CREE YOO
  0x152d  ᔭ          CANADIAN SYLLABICS YA
  0x152e  ᔮ          CANADIAN SYLLABICS YAA
  0x152f  ᔯ          CANADIAN SYLLABICS YWE
  0x1530  ᔰ          CANADIAN SYLLABICS WEST-CREE YWE
  0x1531  ᔱ          CANADIAN SYLLABICS YWI
  0x1532  ᔲ          CANADIAN SYLLABICS WEST-CREE YWI
  0x1533  ᔳ          CANADIAN SYLLABICS YWII
  0x1534  ᔴ          CANADIAN SYLLABICS WEST-CREE YWII
  0x1535  ᔵ          CANADIAN SYLLABICS YWO
  0x1536  ᔶ          CANADIAN SYLLABICS WEST-CREE YWO
  0x1537  ᔷ          CANADIAN SYLLABICS YWOO
  0x1538  ᔸ          CANADIAN SYLLABICS WEST-CREE YWOO
  0x1539  ᔹ          CANADIAN SYLLABICS YWA
  0x153a  ᔺ          CANADIAN SYLLABICS WEST-CREE YWA
  0x153b  ᔻ          CANADIAN SYLLABICS YWAA
  0x153c  ᔼ          CANADIAN SYLLABICS WEST-CREE YWAA
  0x153d  ᔽ          CANADIAN SYLLABICS NASKAPI YWAA
  0x153e  ᔾ          CANADIAN SYLLABICS Y
  0x153f  ᔿ          CANADIAN SYLLABICS BIBLE-CREE Y
  0x1540  ᕀ          CANADIAN SYLLABICS WEST-CREE Y
  0x1541  ᕁ          CANADIAN SYLLABICS SAYISI YI
  0x1542  ᕂ          CANADIAN SYLLABICS RE
  0x1543  ᕃ          CANADIAN SYLLABICS R-CREE RE
  0x1544  ᕄ          CANADIAN SYLLABICS WEST-CREE LE
  0x1545  ᕅ          CANADIAN SYLLABICS RAAI
  0x1546  ᕆ          CANADIAN SYLLABICS RI
  0x1547  ᕇ          CANADIAN SYLLABICS RII
  0x1548  ᕈ          CANADIAN SYLLABICS RO
  0x1549  ᕉ          CANADIAN SYLLABICS ROO
  0x154a  ᕊ          CANADIAN SYLLABICS WEST-CREE LO
  0x154b  ᕋ          CANADIAN SYLLABICS RA
  0x154c  ᕌ          CANADIAN SYLLABICS RAA
  0x154d  ᕍ          CANADIAN SYLLABICS WEST-CREE LA
  0x154e  ᕎ          CANADIAN SYLLABICS RWAA
  0x154f  ᕏ          CANADIAN SYLLABICS WEST-CREE RWAA
  0x1550  ᕐ          CANADIAN SYLLABICS R
  0x1551  ᕑ          CANADIAN SYLLABICS WEST-CREE R
  0x1552  ᕒ          CANADIAN SYLLABICS MEDIAL R
  0x1553  ᕓ          CANADIAN SYLLABICS FE
  0x1554  ᕔ          CANADIAN SYLLABICS FAAI
  0x1555  ᕕ          CANADIAN SYLLABICS FI
  0x1556  ᕖ          CANADIAN SYLLABICS FII
  0x1557  ᕗ          CANADIAN SYLLABICS FO
  0x1558  ᕘ          CANADIAN SYLLABICS FOO
  0x1559  ᕙ          CANADIAN SYLLABICS FA
  0x155a  ᕚ          CANADIAN SYLLABICS FAA
  0x155b  ᕛ          CANADIAN SYLLABICS FWAA
  0x155c  ᕜ          CANADIAN SYLLABICS WEST-CREE FWAA
  0x155d  ᕝ          CANADIAN SYLLABICS F
  0x155e  ᕞ          CANADIAN SYLLABICS THE
  0x155f  ᕟ          CANADIAN SYLLABICS N-CREE THE
  0x1560  ᕠ          CANADIAN SYLLABICS THI
  0x1561  ᕡ          CANADIAN SYLLABICS N-CREE THI
  0x1562  ᕢ          CANADIAN SYLLABICS THII
  0x1563  ᕣ          CANADIAN SYLLABICS N-CREE THII
  0x1564  ᕤ          CANADIAN SYLLABICS THO
  0x1565  ᕥ          CANADIAN SYLLABICS THOO
  0x1566  ᕦ          CANADIAN SYLLABICS THA
  0x1567  ᕧ          CANADIAN SYLLABICS THAA
  0x1568  ᕨ          CANADIAN SYLLABICS THWAA
  0x1569  ᕩ          CANADIAN SYLLABICS WEST-CREE THWAA
  0x156a  ᕪ          CANADIAN SYLLABICS TH
  0x156b  ᕫ          CANADIAN SYLLABICS TTHE
  0x156c  ᕬ          CANADIAN SYLLABICS TTHI
  0x156d  ᕭ          CANADIAN SYLLABICS TTHO
  0x156e  ᕮ          CANADIAN SYLLABICS TTHA
  0x156f  ᕯ          CANADIAN SYLLABICS TTH
  0x1570  ᕰ          CANADIAN SYLLABICS TYE
  0x1571  ᕱ          CANADIAN SYLLABICS TYI
  0x1572  ᕲ          CANADIAN SYLLABICS TYO
  0x1573  ᕳ          CANADIAN SYLLABICS TYA
  0x1574  ᕴ          CANADIAN SYLLABICS NUNAVIK HE
  0x1575  ᕵ          CANADIAN SYLLABICS NUNAVIK HI
  0x1576  ᕶ          CANADIAN SYLLABICS NUNAVIK HII
  0x1577  ᕷ          CANADIAN SYLLABICS NUNAVIK HO
  0x1578  ᕸ          CANADIAN SYLLABICS NUNAVIK HOO
  0x1579  ᕹ          CANADIAN SYLLABICS NUNAVIK HA
  0x157a  ᕺ          CANADIAN SYLLABICS NUNAVIK HAA
  0x157b  ᕻ          CANADIAN SYLLABICS NUNAVIK H
  0x157c  ᕼ          CANADIAN SYLLABICS NUNAVUT H
  0x157d  ᕽ          CANADIAN SYLLABICS HK
  0x157e  ᕾ          CANADIAN SYLLABICS QAAI
  0x157f  ᕿ          CANADIAN SYLLABICS QI
  0x1580  ᖀ          CANADIAN SYLLABICS QII
  0x1581  ᖁ          CANADIAN SYLLABICS QO
  0x1582  ᖂ          CANADIAN SYLLABICS QOO
  0x1583  ᖃ          CANADIAN SYLLABICS QA
  0x1584  ᖄ          CANADIAN SYLLABICS QAA
  0x1585  ᖅ          CANADIAN SYLLABICS Q
  0x1586  ᖆ          CANADIAN SYLLABICS TLHE
  0x1587  ᖇ          CANADIAN SYLLABICS TLHI
  0x1588  ᖈ          CANADIAN SYLLABICS TLHO
  0x1589  ᖉ          CANADIAN SYLLABICS TLHA
  0x158a  ᖊ          CANADIAN SYLLABICS WEST-CREE RE
  0x158b  ᖋ          CANADIAN SYLLABICS WEST-CREE RI
  0x158c  ᖌ          CANADIAN SYLLABICS WEST-CREE RO
  0x158d  ᖍ          CANADIAN SYLLABICS WEST-CREE RA
  0x158e  ᖎ          CANADIAN SYLLABICS NGAAI
  0x158f  ᖏ          CANADIAN SYLLABICS NGI
  0x1590  ᖐ          CANADIAN SYLLABICS NGII
  0x1591  ᖑ          CANADIAN SYLLABICS NGO
  0x1592  ᖒ          CANADIAN SYLLABICS NGOO
  0x1593  ᖓ          CANADIAN SYLLABICS NGA
  0x1594  ᖔ          CANADIAN SYLLABICS NGAA
  0x1595  ᖕ          CANADIAN SYLLABICS NG
  0x1596  ᖖ          CANADIAN SYLLABICS NNG
  0x1597  ᖗ          CANADIAN SYLLABICS SAYISI SHE
  0x1598  ᖘ          CANADIAN SYLLABICS SAYISI SHI
  0x1599  ᖙ          CANADIAN SYLLABICS SAYISI SHO
  0x159a  ᖚ          CANADIAN SYLLABICS SAYISI SHA
  0x159b  ᖛ          CANADIAN SYLLABICS WOODS-CREE THE
  0x159c  ᖜ          CANADIAN SYLLABICS WOODS-CREE THI
  0x159d  ᖝ          CANADIAN SYLLABICS WOODS-CREE THO
  0x159e  ᖞ          CANADIAN SYLLABICS WOODS-CREE THA
  0x159f  ᖟ          CANADIAN SYLLABICS WOODS-CREE TH
  0x15a0  ᖠ          CANADIAN SYLLABICS LHI
  0x15a1  ᖡ          CANADIAN SYLLABICS LHII
  0x15a2  ᖢ          CANADIAN SYLLABICS LHO
  0x15a3  ᖣ          CANADIAN SYLLABICS LHOO
  0x15a4  ᖤ          CANADIAN SYLLABICS LHA
  0x15a5  ᖥ          CANADIAN SYLLABICS LHAA
  0x15a6  ᖦ          CANADIAN SYLLABICS LH
  0x15a7  ᖧ          CANADIAN SYLLABICS TH-CREE THE
  0x15a8  ᖨ          CANADIAN SYLLABICS TH-CREE THI
  0x15a9  ᖩ          CANADIAN SYLLABICS TH-CREE THII
  0x15aa  ᖪ          CANADIAN SYLLABICS TH-CREE THO
  0x15ab  ᖫ          CANADIAN SYLLABICS TH-CREE THOO
  0x15ac  ᖬ          CANADIAN SYLLABICS TH-CREE THA
  0x15ad  ᖭ          CANADIAN SYLLABICS TH-CREE THAA
  0x15ae  ᖮ          CANADIAN SYLLABICS TH-CREE TH
  0x15af  ᖯ          CANADIAN SYLLABICS AIVILIK B
  0x15b0  ᖰ          CANADIAN SYLLABICS BLACKFOOT E
  0x15b1  ᖱ          CANADIAN SYLLABICS BLACKFOOT I
  0x15b2  ᖲ          CANADIAN SYLLABICS BLACKFOOT O
  0x15b3  ᖳ          CANADIAN SYLLABICS BLACKFOOT A
  0x15b4  ᖴ          CANADIAN SYLLABICS BLACKFOOT WE
  0x15b5  ᖵ          CANADIAN SYLLABICS BLACKFOOT WI
  0x15b6  ᖶ          CANADIAN SYLLABICS BLACKFOOT WO
  0x15b7  ᖷ          CANADIAN SYLLABICS BLACKFOOT WA
  0x15b8  ᖸ          CANADIAN SYLLABICS BLACKFOOT NE
  0x15b9  ᖹ          CANADIAN SYLLABICS BLACKFOOT NI
  0x15ba  ᖺ          CANADIAN SYLLABICS BLACKFOOT NO
  0x15bb  ᖻ          CANADIAN SYLLABICS BLACKFOOT NA
  0x15bc  ᖼ          CANADIAN SYLLABICS BLACKFOOT KE
  0x15bd  ᖽ          CANADIAN SYLLABICS BLACKFOOT KI
  0x15be  ᖾ          CANADIAN SYLLABICS BLACKFOOT KO
  0x15bf  ᖿ          CANADIAN SYLLABICS BLACKFOOT KA
  0x15c0  ᗀ          CANADIAN SYLLABICS SAYISI HE
  0x15c1  ᗁ          CANADIAN SYLLABICS SAYISI HI
  0x15c2  ᗂ          CANADIAN SYLLABICS SAYISI HO
  0x15c3  ᗃ          CANADIAN SYLLABICS SAYISI HA
  0x15c4  ᗄ          CANADIAN SYLLABICS CARRIER GHU
  0x15c5  ᗅ          CANADIAN SYLLABICS CARRIER GHO
  0x15c6  ᗆ          CANADIAN SYLLABICS CARRIER GHE
  0x15c7  ᗇ          CANADIAN SYLLABICS CARRIER GHEE
  0x15c8  ᗈ          CANADIAN SYLLABICS CARRIER GHI
  0x15c9  ᗉ          CANADIAN SYLLABICS CARRIER GHA
  0x15ca  ᗊ          CANADIAN SYLLABICS CARRIER RU
  0x15cb  ᗋ          CANADIAN SYLLABICS CARRIER RO
  0x15cc  ᗌ          CANADIAN SYLLABICS CARRIER RE
  0x15cd  ᗍ          CANADIAN SYLLABICS CARRIER REE
  0x15ce  ᗎ          CANADIAN SYLLABICS CARRIER RI
  0x15cf  ᗏ          CANADIAN SYLLABICS CARRIER RA
  0x15d0  ᗐ          CANADIAN SYLLABICS CARRIER WU
  0x15d1  ᗑ          CANADIAN SYLLABICS CARRIER WO
  0x15d2  ᗒ          CANADIAN SYLLABICS CARRIER WE
  0x15d3  ᗓ          CANADIAN SYLLABICS CARRIER WEE
  0x15d4  ᗔ          CANADIAN SYLLABICS CARRIER WI
  0x15d5  ᗕ          CANADIAN SYLLABICS CARRIER WA
  0x15d6  ᗖ          CANADIAN SYLLABICS CARRIER HWU
  0x15d7  ᗗ          CANADIAN SYLLABICS CARRIER HWO
  0x15d8  ᗘ          CANADIAN SYLLABICS CARRIER HWE
  0x15d9  ᗙ          CANADIAN SYLLABICS CARRIER HWEE
  0x15da  ᗚ          CANADIAN SYLLABICS CARRIER HWI
  0x15db  ᗛ          CANADIAN SYLLABICS CARRIER HWA
  0x15dc  ᗜ          CANADIAN SYLLABICS CARRIER THU
  0x15dd  ᗝ          CANADIAN SYLLABICS CARRIER THO
  0x15de  ᗞ          CANADIAN SYLLABICS CARRIER THE
  0x15df  ᗟ          CANADIAN SYLLABICS CARRIER THEE
  0x15e0  ᗠ          CANADIAN SYLLABICS CARRIER THI
  0x15e1  ᗡ          CANADIAN SYLLABICS CARRIER THA
  0x15e2  ᗢ          CANADIAN SYLLABICS CARRIER TTU
  0x15e3  ᗣ          CANADIAN SYLLABICS CARRIER TTO
  0x15e4  ᗤ          CANADIAN SYLLABICS CARRIER TTE
  0x15e5  ᗥ          CANADIAN SYLLABICS CARRIER TTEE
  0x15e6  ᗦ          CANADIAN SYLLABICS CARRIER TTI
  0x15e7  ᗧ          CANADIAN SYLLABICS CARRIER TTA
  0x15e8  ᗨ          CANADIAN SYLLABICS CARRIER PU
  0x15e9  ᗩ          CANADIAN SYLLABICS CARRIER PO
  0x15ea  ᗪ          CANADIAN SYLLABICS CARRIER PE
  0x15eb  ᗫ          CANADIAN SYLLABICS CARRIER PEE
  0x15ec  ᗬ          CANADIAN SYLLABICS CARRIER PI
  0x15ed  ᗭ          CANADIAN SYLLABICS CARRIER PA
  0x15ee  ᗮ          CANADIAN SYLLABICS CARRIER P
  0x15ef  ᗯ          CANADIAN SYLLABICS CARRIER GU
  0x15f0  ᗰ          CANADIAN SYLLABICS CARRIER GO
  0x15f1  ᗱ          CANADIAN SYLLABICS CARRIER GE
  0x15f2  ᗲ          CANADIAN SYLLABICS CARRIER GEE
  0x15f3  ᗳ          CANADIAN SYLLABICS CARRIER GI
  0x15f4  ᗴ          CANADIAN SYLLABICS CARRIER GA
  0x15f5  ᗵ          CANADIAN SYLLABICS CARRIER KHU
  0x15f6  ᗶ          CANADIAN SYLLABICS CARRIER KHO
  0x15f7  ᗷ          CANADIAN SYLLABICS CARRIER KHE
